DEBUG: General     , 1677011399543> LoggerManager.init                  > Initializing...
LOG  : General     , 1677011449756> ProfessionFramework.INFO: Adding Trait HeartyAppitite2
LOG  : General     , 1677011449756> ProfessionFramework.INFO: Adding Trait LightEater2
LOG  : General     , 1677011449757> ProfessionFramework.INFO: Adding Trait ThickSkinned2
LOG  : General     , 1677011449758> ProfessionFramework.INFO: Adding Trait Thinskinned2
LOG  : General     , 1677011449759> ProfessionFramework.INFO: Adding Trait Resilient2
LOG  : General     , 1677011449760> ProfessionFramework.INFO: Adding Trait ProneToIllness2
LOG  : General     , 1677011449761> ProfessionFramework.INFO: Adding Trait Lucky2
LOG  : General     , 1677011449762> ProfessionFramework.INFO: Adding Trait Unlucky2
LOG  : General     , 1677011449763> ProfessionFramework.INFO: Adding Trait Dextrous2
LOG  : General     , 1677011449763> ProfessionFramework.INFO: Adding Trait AllThumbs2
LOG  : General     , 1677011449764> ProfessionFramework.INFO: Adding Trait FastHealer2
LOG  : General     , 1677011449765> ProfessionFramework.INFO: Adding Trait SlowHealer2
LOG  : General     , 1677011449765> ProfessionFramework.INFO: Adding Trait FastLearner2
LOG  : General     , 1677011449766> ProfessionFramework.INFO: Adding Trait SlowLearner2
LOG  : General     , 1677011449766> ProfessionFramework.INFO: Adding Trait FastReader2
LOG  : General     , 1677011449767> ProfessionFramework.INFO: Adding Trait SlowReader2
LOG  : General     , 1677011449768> ProfessionFramework.INFO: Adding Trait Illiterate2
LOG  : General     , 1677011449768> ProfessionFramework.INFO: Adding Trait NeedsLessSleep2
LOG  : General     , 1677011449769> ProfessionFramework.INFO: Adding Trait NeedsMoreSleep2
LOG  : General     , 1677011449770> ProfessionFramework.INFO: Adding Trait Inconspicuous2
LOG  : General     , 1677011449770> ProfessionFramework.INFO: Adding Trait Conspicuous2
LOG  : General     , 1677011449771> ProfessionFramework.INFO: Adding Trait Organized2
LOG  : General     , 1677011449771> ProfessionFramework.INFO: Adding Trait Disorganized2
LOG  : General     , 1677011449772> ProfessionFramework.INFO: Adding Trait LowThirst2
LOG  : General     , 1677011449773> ProfessionFramework.INFO: Adding Trait HighThirst2
LOG  : General     , 1677011449773> ProfessionFramework.INFO: Adding Trait WeakStomach2
LOG  : General     , 1677011449774> ProfessionFramework.INFO: Adding Trait IronGut2
LOG  : General     , 1677011449775> ProfessionFramework.INFO: Adding Trait Outdoorsman2
LOG  : General     , 1677011449775> ProfessionFramework.INFO: Adding Trait AdrenalineJunkie2
LOG  : General     , 1677011449776> ProfessionFramework.INFO: Adding Trait NightVision2
LOG  : General     , 1677011449776> ProfessionFramework.INFO: Adding Trait Agoraphobic2
LOG  : General     , 1677011449777> ProfessionFramework.INFO: Adding Trait Claustophobic2
LOG  : General     , 1677011449778> ProfessionFramework.INFO: Adding Trait Hemophobic2
LOG  : General     , 1677011449778> ProfessionFramework.INFO: Adding Trait Insomniac2
LOG  : General     , 1677011449779> ProfessionFramework.INFO: Adding Trait Pacifist2
LOG  : General     , 1677011449780> ProfessionFramework.INFO: Adding Trait Smoker2
LOG  : General     , 1677011449780> ProfessionFramework.INFO: Adding Trait Asthmatic2
LOG  : General     , 1677011449781> ProfessionFramework.INFO: Adding Trait Herbalist2
LOG  : General     , 1677011449781> ProfessionFramework.INFO: Adding Trait Handy2
LOG  : General     , 1677011449782> ProfessionFramework.INFO: Adding Trait Jogger2
LOG  : General     , 1677011449785> ProfessionFramework.INFO: Adding Profession unemployed
LOG  : General     , 1677011449785> ProfessionFramework.INFO: Adding Profession common
LOG  : General     , 1677011449786> ProfessionFramework.INFO: Adding Profession hardened
LOG  : General     , 1677011449787> ProfessionFramework.INFO: Adding Profession sharpshooter
LOG  : General     , 1677011449788> ProfessionFramework.INFO: Adding Profession medic
LOG  : General     , 1677011449789> ProfessionFramework.INFO: Adding Profession nimrod
LOG  : General     , 1677011449789> ProfessionFramework.INFO: Adding Profession cook
LOG  : General     , 1677011449790> ProfessionFramework.INFO: Adding Profession farmer
LOG  : General     , 1677011449791> ProfessionFramework.INFO: Adding Profession builder
LOG  : General     , 1677011449792> ProfessionFramework.INFO: Adding Profession thief
LOG  : General     , 1677011449792> ProfessionFramework.INFO: Adding Profession scrapmech
LOG  : General     , 1677011449794> DT Logger: DTBaseGameCharacterDetails.DoTraits function
LOG  : General     , 1677011449814> DT Logger: DTBaseGameCharacterDetails.DoProfessions function
LOG  : General     , 1677011449868> Base.isuzuboxmccoy: engineLoudness, 122
LOG  : General     , 1677011449868> Base.PickUpTruckLightsSmashedRight: engineLoudness, 92
LOG  : General     , 1677011449868> Base.CarTaxi2: engineLoudness, 70
LOG  : General     , 1677011449869> Base.71chevyc10offroadsb: engineLoudness, 90
LOG  : General     , 1677011449869> Base.67commando: engineLoudness, 125
LOG  : General     , 1677011449869> Base.68elcamino: engineLoudness, 85
LOG  : General     , 1677011449869> Base.CarLuxurySmashedLeft: engineLoudness, 75
LOG  : General     , 1677011449869> Base.ModernCar02SmashedRight: engineLoudness, 65
LOG  : General     , 1677011449870> Base.91chevys10offroadext: engineLoudness, 85
LOG  : General     , 1677011449870> Base.PickUpVanSmashedFront: engineLoudness, 100
LOG  : General     , 1677011449870> Base.93jeepcherokee: engineLoudness, 85
LOG  : General     , 1677011449870> Base.SportsCar: engineLoudness, 120
LOG  : General     , 1677011449870> Base.87suburban: engineLoudness, 95
LOG  : General     , 1677011449871> Base.CarStationWagonSmashedRight: engineLoudness, 70
LOG  : General     , 1677011449871> Base.OffRoadSmashedFront: engineLoudness, 85
LOG  : General     , 1677011449872> Base.87c10offroadlb: engineLoudness, 95
LOG  : General     , 1677011449872> Base.PickUpVanMccoy: engineLoudness, 100
LOG  : General     , 1677011449872> Base.tractorford7810: engineLoudness, 120
LOG  : General     , 1677011449873> Base.83hilux: engineLoudness, 90
LOG  : General     , 1677011449873> Base.StepVanMailSmashedRear: engineLoudness, 120
LOG  : General     , 1677011449873> Base.f700dump: engineLoudness, 130
LOG  : General     , 1677011449873> Base.87c10sb: engineLoudness, 95
LOG  : General     , 1677011449873> Base.85vicwag: engineLoudness, 70
LOG  : General     , 1677011449873> Base.SUV: engineLoudness, 85
LOG  : General     , 1677011449874> Base.ModernCar02SmashedRear: engineLoudness, 65
LOG  : General     , 1677011449874> Base.90ramoffroadsb: engineLoudness, 92
LOG  : General     , 1677011449874> Base.PickUpVanLightsSmashedFront: engineLoudness, 100
LOG  : General     , 1677011449874> Base.83hiluxoffroad: engineLoudness, 90
LOG  : General     , 1677011449874> Base.86econolinerv: engineLoudness, 110
LOG  : General     , 1677011449875> Base.Van_Transit: engineLoudness, 110
LOG  : General     , 1677011449875> Base.67commandoT50: engineLoudness, 125
LOG  : General     , 1677011449875> Base.70chevelle: engineLoudness, 67
LOG  : General     , 1677011449875> Base.SUVSmashedLeft: engineLoudness, 85
LOG  : General     , 1677011449876> Base.ModernCarSmashedLeft: engineLoudness, 65
LOG  : General     , 1677011449876> Base.m35a2fuel: engineLoudness, 120
LOG  : General     , 1677011449876> Base.StepVanMailSmashedFront: engineLoudness, 120
LOG  : General     , 1677011449876> Base.PickUpTruckMccoy: engineLoudness, 92
LOG  : General     , 1677011449876> Base.isuzubox: engineLoudness, 120
LOG  : General     , 1677011449877> Base.CarLuxurySmashedRight: engineLoudness, 75
LOG  : General     , 1677011449877> Base.93explorer: engineLoudness, 85
LOG  : General     , 1677011449877> Base.68wildcatconvert: engineLoudness, 70
LOG  : General     , 1677011449877> Base.82oshkoshM911B: engineLoudness, 135
LOG  : General     , 1677011449877> Base.86montecarlo: engineLoudness, 70
LOG  : General     , 1677011449878> Base.hmmwvtr: engineLoudness, 115
LOG  : General     , 1677011449878> Base.93explorerjurassic: engineLoudness, 85
LOG  : General     , 1677011449878> Base.StepVanSmashedFront: engineLoudness, 120
LOG  : General     , 1677011449878> Base.92crownvic: engineLoudness, 62
LOG  : General     , 1677011449878> Base.chevystepvanswat: engineLoudness, 130
LOG  : General     , 1677011449879> Base.PickUpVanLightsPolice: engineLoudness, 100
LOG  : General     , 1677011449879> Base.73falcon: engineLoudness, 100
LOG  : General     , 1677011449879> Base.ModernCar_Martin: engineLoudness, 65
LOG  : General     , 1677011449879> Base.80f350: engineLoudness, 95
LOG  : General     , 1677011449879> Base.CarNormalSmashedRight: engineLoudness, 70
LOG  : General     , 1677011449880> Base.ModernCar02SmashedLeft: engineLoudness, 65
LOG  : General     , 1677011449880> Base.91chevys10: engineLoudness, 85
LOG  : General     , 1677011449880> Base.PickUpTruckSmashedFront: engineLoudness, 92
LOG  : General     , 1677011449880> Base.87caprice: engineLoudness, 70
LOG  : General     , 1677011449880> Base.71chevyc10lb: engineLoudness, 95
LOG  : General     , 1677011449881> Base.PickUpTruck: engineLoudness, 92
LOG  : General     , 1677011449881> Base.92wranglerjurassic: engineLoudness, 85
LOG  : General     , 1677011449881> Base.CarLuxurySmashedRear: engineLoudness, 75
LOG  : General     , 1677011449881> Base.72beetle: engineLoudness, 60
LOG  : General     , 1677011449881> Base.CarLightsPolice: engineLoudness, 70
LOG  : General     , 1677011449882> Base.VanSeats: engineLoudness, 110
LOG  : General     , 1677011449882> Base.SmallCar02: engineLoudness, 60
LOG  : General     , 1677011449883> Base.93jeepcherokeeoffroad: engineLoudness, 85
LOG  : General     , 1677011449883> Base.StepVanMailSmashedRight: engineLoudness, 120
LOG  : General     , 1677011449883> Base.51chevy3100old: engineLoudness, 100
LOG  : General     , 1677011449883> Base.PickUpTruckLightsSmashedLeft: engineLoudness, 92
LOG  : General     , 1677011449883> Base.PickUpTruckLights: engineLoudness, 92
LOG  : General     , 1677011449884> Base.astrovan: engineLoudness, 92
LOG  : General     , 1677011449884> Base.86econolineambulance: engineLoudness, 110
LOG  : General     , 1677011449884> Base.87c10mccoy: engineLoudness, 95
LOG  : General     , 1677011449884> Base.86econoline: engineLoudness, 110
LOG  : General     , 1677011449884> Base.OffRoadSmashedRight: engineLoudness, 85
LOG  : General     , 1677011449885> Base.CarStationWagonSmashedRear: engineLoudness, 70
LOG  : General     , 1677011449885> Base.80f350ambulance: engineLoudness, 100
LOG  : General     , 1677011449885> Base.CarStationWagon: engineLoudness, 70
LOG  : General     , 1677011449885> Base.87c10fire: engineLoudness, 95
LOG  : General     , 1677011449885> Base.ModernCarSmashedRear: engineLoudness, 65
LOG  : General     , 1677011449885> Base.Van_KnoxDisti: engineLoudness, 120
LOG  : General     , 1677011449886> Base.StepVan: engineLoudness, 120
LOG  : General     , 1677011449886> Base.68wildcat: engineLoudness, 70
LOG  : General     , 1677011449886> Base.m151canvas: engineLoudness, 75
LOG  : General     , 1677011449886> Base.64mustang: engineLoudness, 100
LOG  : General     , 1677011449886> Base.87c10lb: engineLoudness, 95
LOG  : General     , 1677011449886> Base.ModernCarSmashedFront: engineLoudness, 65
LOG  : General     , 1677011449887> Base.SmallCar: engineLoudness, 55
LOG  : General     , 1677011449887> Base.ModernCar02SmashedFront: engineLoudness, 65
LOG  : General     , 1677011449887> Base.87blazeroffroad: engineLoudness, 90
LOG  : General     , 1677011449887> Base.85vicwag2: engineLoudness, 70
LOG  : General     , 1677011449887> Base.PickUpTruckSmashedLeft: engineLoudness, 92
LOG  : General     , 1677011449887> Base.91chevys10offroad: engineLoudness, 85
LOG  : General     , 1677011449888> Base.91crx: engineLoudness, 53
LOG  : General     , 1677011449888> Base.VanSpecial: engineLoudness, 110
LOG  : General     , 1677011449888> Base.StepVanMail: engineLoudness, 120
LOG  : General     , 1677011449888> Base.82oshkoshM911: engineLoudness, 135
LOG  : General     , 1677011449888> Base.91celica: engineLoudness, 65
LOG  : General     , 1677011449888> Base.70elcamino: engineLoudness, 85
LOG  : General     , 1677011449889> Base.schoolbusshort: engineLoudness, 120
LOG  : General     , 1677011449889> Base.firepumper: engineLoudness, 130
LOG  : General     , 1677011449889> Base.92wrangleroffroad: engineLoudness, 85
LOG  : General     , 1677011449889> Base.CarLuxury: engineLoudness, 75
LOG  : General     , 1677011449889> Base.CarLuxurySmashedFront: engineLoudness, 75
LOG  : General     , 1677011449889> Base.90ramlb: engineLoudness, 95
LOG  : General     , 1677011449890> Base.StepVanSmashedRear: engineLoudness, 120
LOG  : General     , 1677011449890> Base.Van: engineLoudness, 110
LOG  : General     , 1677011449890> Base.86oshkoshKYFD: engineLoudness, 135
LOG  : General     , 1677011449890> Base.91chevys10ext: engineLoudness, 89
LOG  : General     , 1677011449890> Base.isuzuboxelec: engineLoudness, 120
LOG  : General     , 1677011449891> Base.87capricePD: engineLoudness, 70
LOG  : General     , 1677011449891> Base.65gto: engineLoudness, 70
LOG  : General     , 1677011449891> Base.CarStationWagonSmashedLeft: engineLoudness, 70
LOG  : General     , 1677011449891> Base.90ramoffroadlb: engineLoudness, 95
LOG  : General     , 1677011449891> Base.PickUpVanSmashedLeft: engineLoudness, 100
LOG  : General     , 1677011449891> Base.86oshkoshUSMC: engineLoudness, 135
LOG  : General     , 1677011449892> Base.71chevyc10offroadstepside: engineLoudness, 85
LOG  : General     , 1677011449892> Base.92wrangler: engineLoudness, 85
LOG  : General     , 1677011449892> Base.79brougham: engineLoudness, 73
LOG  : General     , 1677011449892> Base.86econolineflorist: engineLoudness, 110
LOG  : General     , 1677011449892> Base.PickUpTruckLightsSmashedRear: engineLoudness, 92
LOG  : General     , 1677011449892> Base.SportsCar_ez: engineLoudness, 90
LOG  : General     , 1677011449893> Base.PickUpTruckSmashedRight: engineLoudness, 92
LOG  : General     , 1677011449893> Base.85vicsed: engineLoudness, 70
LOG  : General     , 1677011449893> Base.87c10offroadsb: engineLoudness, 95
LOG  : General     , 1677011449893> Base.ModernCar_ez: engineLoudness, 65
LOG  : General     , 1677011449893> Base.PickUpTruckSmashedRear: engineLoudness, 92
LOG  : General     , 1677011449893> Base.PickUpVanSmashedRight: engineLoudness, 100
LOG  : General     , 1677011449894> Base.SUVSmashedRight: engineLoudness, 85
LOG  : General     , 1677011449894> Base.PickUpVanLightsSmashedRight: engineLoudness, 100
LOG  : General     , 1677011449894> Base.CarStationWagonSmashedFront: engineLoudness, 70
LOG  : General     , 1677011449894> Base.86oshkoshFRTR55: engineLoudness, 135
LOG  : General     , 1677011449894> Base.PickUpTruckLightsSmashedFront: engineLoudness, 92
LOG  : General     , 1677011449894> Base.Van_MassGenFac: engineLoudness, 110
LOG  : General     , 1677011449895> Base.Van_LectroMax: engineLoudness, 110
LOG  : General     , 1677011449895> Base.StepVanSmashedLeft: engineLoudness, 120
LOG  : General     , 1677011449895> Base.CarNormalSmashedFront: engineLoudness, 70
LOG  : General     , 1677011449895> Base.VanSpiffo: engineLoudness, 110
LOG  : General     , 1677011449895> Base.OffRoadSmashedRear: engineLoudness, 85
LOG  : General     , 1677011449895> Base.PickUpVanLightsSmashedLeft: engineLoudness, 100
LOG  : General     , 1677011449896> Base.pursuitspecial: engineLoudness, 120
LOG  : General     , 1677011449896> Base.VanRadio_3N: engineLoudness, 110
LOG  : General     , 1677011449896> Base.f700flatbed: engineLoudness, 130
LOG  : General     , 1677011449896> Base.87c10utility: engineLoudness, 95
LOG  : General     , 1677011449896> Base.71chevyc10sb: engineLoudness, 92
LOG  : General     , 1677011449896> Base.71impala: engineLoudness, 70
LOG  : General     , 1677011449897> Base.volvo244: engineLoudness, 62
LOG  : General     , 1677011449897> Base.92wranglerranger: engineLoudness, 85
LOG  : General     , 1677011449897> Base.91wagoneer: engineLoudness, 80
LOG  : General     , 1677011449897> Base.69charger: engineLoudness, 110
LOG  : General     , 1677011449897> Base.ModernCarSmashedRight: engineLoudness, 65
LOG  : General     , 1677011449898> Base.f700box: engineLoudness, 135
LOG  : General     , 1677011449898> Base.PickUpVanLightsSmashedRear: engineLoudness, 100
LOG  : General     , 1677011449898> Base.StepVanMailSmashedLeft: engineLoudness, 120
LOG  : General     , 1677011449898> Base.77transam: engineLoudness, 110
LOG  : General     , 1677011449898> Base.CarNormal: engineLoudness, 70
LOG  : General     , 1677011449898> Base.90ramsb: engineLoudness, 92
LOG  : General     , 1677011449899> Base.SUVSmashedFront: engineLoudness, 85
LOG  : General     , 1677011449899> Base.ModernCar02: engineLoudness, 65
LOG  : General     , 1677011449899> Base.67commandoPolice: engineLoudness, 125
LOG  : General     , 1677011449899> Base.92crownvicPD: engineLoudness, 62
LOG  : General     , 1677011449899> Base.CarNormalSmashedRear: engineLoudness, 70
LOG  : General     , 1677011449899> Base.f700propane: engineLoudness, 130
LOG  : General     , 1677011449900> Base.chevystepvan: engineLoudness, 130
LOG  : General     , 1677011449900> Base.PickUpVanSmashedRear: engineLoudness, 100
LOG  : General     , 1677011449900> Base.CarStationWagon2: engineLoudness, 70
LOG  : General     , 1677011449900> Base.73pinto: engineLoudness, 55
LOG  : General     , 1677011449900> Base.PickUpVanLights: engineLoudness, 100
LOG  : General     , 1677011449900> Base.79datsun280z: engineLoudness, 95
LOG  : General     , 1677011449901> Base.71chevyc10stepside: engineLoudness, 88
LOG  : General     , 1677011449901> Base.PickUpVanLightsFire: engineLoudness, 100
LOG  : General     , 1677011449901> Base.87blazer: engineLoudness, 90
LOG  : General     , 1677011449901> Base.92amgeneralM998: engineLoudness, 92
LOG  : General     , 1677011449901> Base.CarNormalSmashedLeft: engineLoudness, 70
LOG  : General     , 1677011449901> Base.86yugo: engineLoudness, 55
LOG  : General     , 1677011449902> Base.90corolla: engineLoudness, 62
LOG  : General     , 1677011449902> Base.OffRoadSmashedLeft: engineLoudness, 85
LOG  : General     , 1677011449902> Base.CarTaxi: engineLoudness, 70
LOG  : General     , 1677011449902> Base.SUVSmashedRear: engineLoudness, 85
LOG  : General     , 1677011449902> Base.moveurself: engineLoudness, 120
LOG  : General     , 1677011449903> Base.PickUpTruckLightsFire: engineLoudness, 92
LOG  : General     , 1677011449903> Base.OffRoad: engineLoudness, 85
LOG  : General     , 1677011449903> Base.VanAmbulance: engineLoudness, 110
LOG  : General     , 1677011449903> Base.80f350quad: engineLoudness, 98
LOG  : General     , 1677011449903> Base.isuzuboxfood: engineLoudness, 120
LOG  : General     , 1677011449903> Base.71chevyc10offroadlb: engineLoudness, 95
LOG  : General     , 1677011449904> Base.ModernCar: engineLoudness, 65
LOG  : General     , 1677011449904> Base.51chevy3100: engineLoudness, 92
LOG  : General     , 1677011449904> Base.hmmwvht: engineLoudness, 115
LOG  : General     , 1677011449904> Base.StepVanSmashedRight: engineLoudness, 120
LOG  : General     , 1677011449904> Base.PickUpVan: engineLoudness, 100
LOG  : General     , 1677011449904> Base.80f350offroad: engineLoudness, 95
LOG  : General     , 1677011449905> Base.VanRadio: engineLoudness, 110
LOG  : General     , 1677011450001> STATE: enter zombie.gameStates.TISLogoState
LOG  : General     , 1677011455598> STATE: exit zombie.gameStates.TISLogoState
LOG  : General     , 1677011455599> STATE: enter zombie.gameStates.TermsOfServiceState
LOG  : General     , 1677011455612> STATE: exit zombie.gameStates.TermsOfServiceState
LOG  : General     , 1677011455612> STATE: enter zombie.gameStates.MainScreenState
LOG  : General     , 1677011455612> EXITDEBUG: MainScreenState.enter 1
LOG  : Lua         , 1677011455617> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456208> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456209> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456210> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456211> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456212> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456213> Loading: media/lua/shared/Sandbox/Survivor.lua
LOG  : Lua         , 1677011456214> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456215> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456215> Loading: media/lua/shared/Sandbox/Builder.lua
LOG  : Lua         , 1677011456216> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456217> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456217> Loading: media/lua/shared/Sandbox/Beginner.lua
LOG  : Lua         , 1677011456218> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456219> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456219> Loading: media/lua/shared/Sandbox/FirstWeek.lua
LOG  : Lua         , 1677011456220> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456221> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456222> Loading: media/lua/shared/Sandbox/Survival.lua
LOG  : Lua         , 1677011456222> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456223> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456223> Loading: media/lua/shared/Sandbox/SixMonthsLater.lua
LOG  : Lua         , 1677011456224> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : Lua         , 1677011456225> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456226> reading C:\Users\Grencham\Zomboid\Sandbox Presets\10 years chillin.cfg
LOG  : Lua         , 1677011456227> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456228> reading C:\Users\Grencham\Zomboid\Sandbox Presets\CRAP.cfg
LOG  : Lua         , 1677011456229> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456229> reading C:\Users\Grencham\Zomboid\Sandbox Presets\Lonely.cfg
LOG  : Lua         , 1677011456230> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456231> reading C:\Users\Grencham\Zomboid\Sandbox Presets\Ne.cfg
LOG  : Lua         , 1677011456232> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456232> reading C:\Users\Grencham\Zomboid\Sandbox Presets\New.cfg
LOG  : Lua         , 1677011456233> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456234> reading C:\Users\Grencham\Zomboid\Sandbox Presets\Neweeee.cfg
LOG  : Lua         , 1677011456234> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456235> reading C:\Users\Grencham\Zomboid\Sandbox Presets\No respawn.cfg
LOG  : Lua         , 1677011456236> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456236> reading C:\Users\Grencham\Zomboid\Sandbox Presets\edited.cfg
LOG  : Lua         , 1677011456237> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456238> reading C:\Users\Grencham\Zomboid\Sandbox Presets\vrooom.cfg
LOG  : Lua         , 1677011456238> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456239> reading C:\Users\Grencham\Zomboid\Sandbox Presets\yes.cfg
LOG  : Lua         , 1677011456319> Loading: media/lua/shared/Sandbox/Apocalypse.lua
LOG  : General     , 1677011456482> EXITDEBUG: MainScreenState.enter 2
LOG  : General     , 1677011456494> reloading C:\Users\Grencham\Zomboid\joypads\78696e70757401000000000000000000.config
LOG  : General     , 1677011460161> EXITDEBUG: onMenuItemMouseDownMainMenu 1 (item=MODS)
ERROR: General     , 1677011462115> ImportedSkeleton.collectBoneFrames> Could not find bone index for node name: "Body"
LOG  : Mod         , 1677011975376> refusing to list examplemod
LOG  : Mod         , 1677011975510> loading ModManager
LOG  : Mod         , 1677011975523> mod "ModManager" overrides media/lua/client/optionscreens/modselector.lua
LOG  : Mod         , 1677011975534> mod "ModManager" overrides media/lua/shared/translate/ch/ui_ch.txt
LOG  : Mod         , 1677011975534> mod "ModManager" overrides media/lua/shared/translate/cn/ui_cn.txt
LOG  : Mod         , 1677011975535> mod "ModManager" overrides media/lua/shared/translate/de/ui_de.txt
LOG  : Mod         , 1677011975536> mod "ModManager" overrides media/lua/shared/translate/en/ui_en.txt
LOG  : Mod         , 1677011975537> mod "ModManager" overrides media/lua/shared/translate/es/ui_es.txt
LOG  : Mod         , 1677011975538> mod "ModManager" overrides media/lua/shared/translate/fr/ui_fr.txt
LOG  : Mod         , 1677011975539> mod "ModManager" overrides media/lua/shared/translate/it/ui_it.txt
LOG  : Mod         , 1677011975540> mod "ModManager" overrides media/lua/shared/translate/ko/ui_ko.txt
LOG  : Mod         , 1677011975540> mod "ModManager" overrides media/lua/shared/translate/pl/ui_pl.txt
LOG  : Mod         , 1677011975541> mod "ModManager" overrides media/lua/shared/translate/ptbr/ui_ptbr.txt
LOG  : Mod         , 1677011975542> mod "ModManager" overrides media/lua/shared/translate/ru/ui_ru.txt
LOG  : Mod         , 1677011975543> mod "ModManager" overrides media/lua/shared/translate/tr/ui_tr.txt
LOG  : General     , 1677011975569> translator: language is EN
WARN : Recipe      , 1677011976293> RecipeManager.resolveItemModuleDotType> WARNING: module "Base" may have forgot to import module Base
WARN : Sound       , 1677011976295> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Crafting/AddItemInBeverage" for GameSound "AddItemInBeverage"
WARN : Sound       , 1677011976295> GameSounds.initClipEvents> No such FMOD event "Character/Survival/Carpentry/Screwing" for GameSound "Screwdriver"
WARN : Sound       , 1677011976295> GameSounds.initClipEvents> No such FMOD event "NewMusic/WWL_Solo" for GameSound "NewMusic_WWL_Solo"
WARN : Sound       , 1677011976295> GameSounds.initClipEvents> No such FMOD event "NewMusic/32" for GameSound "NewMusic_32"
WARN : Sound       , 1677011976296> GameSounds.initClipEvents> No such FMOD event "NewMusic/33" for GameSound "NewMusic_33"
WARN : Sound       , 1677011976296> GameSounds.initClipEvents> No such FMOD event "NewMusic/34" for GameSound "NewMusic_34"
WARN : Sound       , 1677011976296> GameSounds.initClipEvents> No such FMOD event "NewMusic/35" for GameSound "NewMusic_35"
WARN : Sound       , 1677011976296> GameSounds.initClipEvents> No such FMOD event "NewMusic/36" for GameSound "NewMusic_36"
WARN : Sound       , 1677011976296> GameSounds.initClipEvents> No such FMOD event "NewMusic/Travelling" for GameSound "NewMusic_Travelling"
WARN : Sound       , 1677011976297> GameSounds.initClipEvents> No such FMOD event "NewMusic/TakeStock" for GameSound "NewMusic_TakeStock"
WARN : Sound       , 1677011976297> GameSounds.initClipEvents> No such FMOD event "NewMusic/PassingTime" for GameSound "NewMusic_PassingTime"
WARN : Sound       , 1677011976297> GameSounds.initClipEvents> No such FMOD event "NewMusic/NoTime" for GameSound "NewMusic_NoTime"
WARN : Sound       , 1677011976297> GameSounds.initClipEvents> No such FMOD event "NewMusic/MoreAreComing" for GameSound "NewMusic_MoreAreComing"
WARN : Sound       , 1677011976297> GameSounds.initClipEvents> No such FMOD event "NewMusic/OnlyOneWay" for GameSound "NewMusic_OnlyOneWay"
WARN : Sound       , 1677011976298> GameSounds.initClipEvents> No such FMOD event "NewMusic/KeepMoving" for GameSound "NewMusic_KeepMoving"
WARN : Sound       , 1677011976298> GameSounds.initClipEvents> No such FMOD event "NewMusic/GoItAlone" for GameSound "NewMusic_GoItAlone"
WARN : Sound       , 1677011976298> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunrise" for GameSound "NewMusic_Sunrise"
WARN : Sound       , 1677011976298> GameSounds.initClipEvents> No such FMOD event "NewMusic/HoldingOutHope" for GameSound "NewMusic_HoldingOutHope"
WARN : Sound       , 1677011976298> GameSounds.initClipEvents> No such FMOD event "NewMusic/Working" for GameSound "NewMusic_Working"
WARN : Sound       , 1677011976299> GameSounds.initClipEvents> No such FMOD event "NewMusic/Sunset" for GameSound "NewMusic_Sunset"
WARN : Sound       , 1677011976299> GameSounds.initClipEvents> No such FMOD event "NewMusic/Mourning" for GameSound "NewMusic_Mourning"
